region_type,region,state,country,percent_yoy_change,date
cities,München,,Germany,-2,2020-03-03
cities,München,,Germany,8,2020-03-04
cities,München,,Germany,5,2020-03-05
cities,München,,Germany,-6,2020-03-06
cities,München,,Germany,13,2020-03-07
cities,München,,Germany,-9,2020-03-08
cities,München,,Germany,-15,2020-03-09
cities,München,,Germany,-19,2020-03-10
cities,München,,Germany,-21,2020-03-11
cities,München,,Germany,-17,2020-03-12
cities,München,,Germany,-28,2020-03-13
cities,München,,Germany,-44,2020-03-14
cities,München,,Germany,-53,2020-03-15
cities,München,,Germany,-66,2020-03-16
cities,München,,Germany,-92,2020-03-17
cities,München,,Germany,-99,2020-03-18
cities,München,,Germany,-99,2020-03-19
cities,München,,Germany,-100,2020-03-20
cities,München,,Germany,-100,2020-03-21
cities,München,,Germany,-100,2020-03-22
cities,München,,Germany,-100,2020-03-23
cities,München,,Germany,-100,2020-03-24
cities,München,,Germany,-100,2020-03-25
cities,München,,Germany,-100,2020-03-26
cities,München,,Germany,-100,2020-03-27
cities,München,,Germany,-100,2020-03-28
cities,München,,Germany,-100,2020-03-29
cities,München,,Germany,-100,2020-03-30
cities,Naples,Florida,United States,-2,2020-02-18
cities,Naples,Florida,United States,-5,2020-02-19
cities,Naples,Florida,United States,-3,2020-02-20
cities,Naples,Florida,United States,7,2020-02-21
cities,Naples,Florida,United States,3,2020-02-22
cities,Naples,Florida,United States,2,2020-02-23
cities,Naples,Florida,United States,-1,2020-02-24
cities,Naples,Florida,United States,8,2020-02-25
cities,Naples,Florida,United States,7,2020-02-26
cities,Naples,Florida,United States,2,2020-02-27
cities,Naples,Florida,United States,2,2020-02-28
cities,Naples,Florida,United States,0,2020-02-29
cities,Naples,Florida,United States,5,2020-03-01
cities,Naples,Florida,United States,-11,2020-03-02
cities,Naples,Florida,United States,-5,2020-03-03
cities,Naples,Florida,United States,-7,2020-03-04
cities,Naples,Florida,United States,-1,2020-03-05
cities,Naples,Florida,United States,0,2020-03-06
cities,Naples,Florida,United States,2,2020-03-07
cities,Naples,Florida,United States,-6,2020-03-08
cities,Naples,Florida,United States,-18,2020-03-09
cities,Naples,Florida,United States,-14,2020-03-10
cities,Naples,Florida,United States,-13,2020-03-11
cities,Naples,Florida,United States,-17,2020-03-12
cities,Naples,Florida,United States,-24,2020-03-13
cities,Naples,Florida,United States,-30,2020-03-14
cities,Naples,Florida,United States,-38,2020-03-15
cities,Naples,Florida,United States,-53,2020-03-16
cities,Naples,Florida,United States,-72,2020-03-17
cities,Naples,Florida,United States,-79,2020-03-18
cities,Naples,Florida,United States,-84,2020-03-19
cities,Naples,Florida,United States,-96,2020-03-20
cities,Naples,Florida,United States,-100,2020-03-21
cities,Naples,Florida,United States,-100,2020-03-22
cities,Naples,Florida,United States,-100,2020-03-23
cities,Naples,Florida,United States,-100,2020-03-24
cities,Naples,Florida,United States,-100,2020-03-25
cities,Naples,Florida,United States,-100,2020-03-26
cities,Naples,Florida,United States,-100,2020-03-27
cities,Naples,Florida,United States,-100,2020-03-28
cities,Naples,Florida,United States,-100,2020-03-29
cities,Naples,Florida,United States,-100,2020-03-30
cities,Nashville,Tennessee,United States,13,2020-02-18
cities,Nashville,Tennessee,United States,7,2020-02-19
cities,Nashville,Tennessee,United States,-10,2020-02-20
cities,Nashville,Tennessee,United States,7,2020-02-21
cities,Nashville,Tennessee,United States,10,2020-02-22
cities,Nashville,Tennessee,United States,-12,2020-02-23
cities,Nashville,Tennessee,United States,-14,2020-02-24
cities,Nashville,Tennessee,United States,-12,2020-02-25
cities,Nashville,Tennessee,United States,-14,2020-02-26
cities,Nashville,Tennessee,United States,4,2020-02-27
cities,Nashville,Tennessee,United States,12,2020-02-28
cities,Nashville,Tennessee,United States,3,2020-02-29
cities,Nashville,Tennessee,United States,-3,2020-03-01
cities,Nashville,Tennessee,United States,2,2020-03-02
cities,Nashville,Tennessee,United States,-14,2020-03-03
cities,Nashville,Tennessee,United States,2,2020-03-04
cities,Nashville,Tennessee,United States,-3,2020-03-05
cities,Nashville,Tennessee,United States,0,2020-03-06
cities,Nashville,Tennessee,United States,5,2020-03-07
cities,Nashville,Tennessee,United States,-4,2020-03-08
cities,Nashville,Tennessee,United States,-13,2020-03-09
cities,Nashville,Tennessee,United States,-7,2020-03-10
cities,Nashville,Tennessee,United States,-21,2020-03-11
cities,Nashville,Tennessee,United States,-30,2020-03-12
cities,Nashville,Tennessee,United States,-37,2020-03-13
cities,Nashville,Tennessee,United States,-40,2020-03-14
cities,Nashville,Tennessee,United States,-54,2020-03-15
cities,Nashville,Tennessee,United States,-70,2020-03-16
cities,Nashville,Tennessee,United States,-92,2020-03-17
cities,Nashville,Tennessee,United States,-97,2020-03-18
cities,Nashville,Tennessee,United States,-99,2020-03-19
cities,Nashville,Tennessee,United States,-100,2020-03-20
cities,Nashville,Tennessee,United States,-100,2020-03-21
cities,Nashville,Tennessee,United States,-100,2020-03-22
cities,Nashville,Tennessee,United States,-100,2020-03-23
cities,Nashville,Tennessee,United States,-100,2020-03-24
cities,Nashville,Tennessee,United States,-100,2020-03-25
cities,Nashville,Tennessee,United States,-100,2020-03-26
cities,Nashville,Tennessee,United States,-100,2020-03-27
cities,Nashville,Tennessee,United States,-100,2020-03-28
cities,Nashville,Tennessee,United States,-100,2020-03-29
cities,Nashville,Tennessee,United States,-100,2020-03-30
cities,New Orleans,Louisiana,United States,-9,2020-02-18
cities,New Orleans,Louisiana,United States,1,2020-02-19
cities,New Orleans,Louisiana,United States,14,2020-02-20
cities,New Orleans,Louisiana,United States,23,2020-02-21
cities,New Orleans,Louisiana,United States,10,2020-02-22
cities,New Orleans,Louisiana,United States,21,2020-02-23
cities,New Orleans,Louisiana,United States,109,2020-02-24
cities,New Orleans,Louisiana,United States,102,2020-02-25
cities,New Orleans,Louisiana,United States,9,2020-02-26
cities,New Orleans,Louisiana,United States,-21,2020-02-27
cities,New Orleans,Louisiana,United States,-21,2020-02-28
cities,New Orleans,Louisiana,United States,-16,2020-02-29
cities,New Orleans,Louisiana,United States,-27,2020-03-01
cities,New Orleans,Louisiana,United States,-47,2020-03-02
cities,New Orleans,Louisiana,United States,-59,2020-03-03
cities,New Orleans,Louisiana,United States,-32,2020-03-04
cities,New Orleans,Louisiana,United States,5,2020-03-05
cities,New Orleans,Louisiana,United States,6,2020-03-06
cities,New Orleans,Louisiana,United States,3,2020-03-07
cities,New Orleans,Louisiana,United States,-3,2020-03-08
cities,New Orleans,Louisiana,United States,-13,2020-03-09
cities,New Orleans,Louisiana,United States,-13,2020-03-10
cities,New Orleans,Louisiana,United States,-21,2020-03-11
cities,New Orleans,Louisiana,United States,-28,2020-03-12
cities,New Orleans,Louisiana,United States,-32,2020-03-13
cities,New Orleans,Louisiana,United States,-39,2020-03-14
cities,New Orleans,Louisiana,United States,-54,2020-03-15
cities,New Orleans,Louisiana,United States,-63,2020-03-16
cities,New Orleans,Louisiana,United States,-100,2020-03-17
cities,New Orleans,Louisiana,United States,-100,2020-03-18
cities,New Orleans,Louisiana,United States,-100,2020-03-19
cities,New Orleans,Louisiana,United States,-100,2020-03-20
cities,New Orleans,Louisiana,United States,-100,2020-03-21
cities,New Orleans,Louisiana,United States,-100,2020-03-22
cities,New Orleans,Louisiana,United States,-100,2020-03-23
cities,New Orleans,Louisiana,United States,-100,2020-03-24
cities,New Orleans,Louisiana,United States,-100,2020-03-25
cities,New Orleans,Louisiana,United States,-100,2020-03-26
cities,New Orleans,Louisiana,United States,-100,2020-03-27
cities,New Orleans,Louisiana,United States,-100,2020-03-28
cities,New Orleans,Louisiana,United States,-100,2020-03-29
cities,New Orleans,Louisiana,United States,-100,2020-03-30
cities,New York,New York,United States,1,2020-02-18
cities,New York,New York,United States,11,2020-02-19
cities,New York,New York,United States,3,2020-02-20
cities,New York,New York,United States,0,2020-02-21
cities,New York,New York,United States,3,2020-02-22
cities,New York,New York,United States,13,2020-02-23
cities,New York,New York,United States,7,2020-02-24
cities,New York,New York,United States,1,2020-02-25
cities,New York,New York,United States,1,2020-02-26
cities,New York,New York,United States,-2,2020-02-27
cities,New York,New York,United States,1,2020-02-28
cities,New York,New York,United States,-2,2020-02-29
cities,New York,New York,United States,-2,2020-03-01
cities,New York,New York,United States,-6,2020-03-02
cities,New York,New York,United States,-12,2020-03-03
cities,New York,New York,United States,-12,2020-03-04
cities,New York,New York,United States,-9,2020-03-05
cities,New York,New York,United States,-15,2020-03-06
cities,New York,New York,United States,-10,2020-03-07
cities,New York,New York,United States,-4,2020-03-08
cities,New York,New York,United States,-18,2020-03-09
cities,New York,New York,United States,-30,2020-03-10
cities,New York,New York,United States,-36,2020-03-11
cities,New York,New York,United States,-52,2020-03-12
cities,New York,New York,United States,-61,2020-03-13
cities,New York,New York,United States,-64,2020-03-14
cities,New York,New York,United States,-69,2020-03-15
cities,New York,New York,United States,-77,2020-03-16
cities,New York,New York,United States,-100,2020-03-17
cities,New York,New York,United States,-100,2020-03-18
cities,New York,New York,United States,-100,2020-03-19
cities,New York,New York,United States,-100,2020-03-20
cities,New York,New York,United States,-100,2020-03-21
cities,New York,New York,United States,-100,2020-03-22
cities,New York,New York,United States,-100,2020-03-23
cities,New York,New York,United States,-100,2020-03-24
cities,New York,New York,United States,-100,2020-03-25
cities,New York,New York,United States,-100,2020-03-26
cities,New York,New York,United States,-100,2020-03-27
cities,New York,New York,United States,-100,2020-03-28
cities,New York,New York,United States,-100,2020-03-29
cities,New York,New York,United States,-100,2020-03-30
cities,Orlando,Florida,United States,-6,2020-02-18
cities,Orlando,Florida,United States,-3,2020-02-19
cities,Orlando,Florida,United States,-12,2020-02-20
cities,Orlando,Florida,United States,-7,2020-02-21
cities,Orlando,Florida,United States,2,2020-02-22
cities,Orlando,Florida,United States,4,2020-02-23
cities,Orlando,Florida,United States,5,2020-02-24
cities,Orlando,Florida,United States,0,2020-02-25
cities,Orlando,Florida,United States,14,2020-02-26
cities,Orlando,Florida,United States,21,2020-02-27
cities,Orlando,Florida,United States,5,2020-02-28
cities,Orlando,Florida,United States,1,2020-02-29
cities,Orlando,Florida,United States,4,2020-03-01
cities,Orlando,Florida,United States,-18,2020-03-02
cities,Orlando,Florida,United States,-18,2020-03-03
cities,Orlando,Florida,United States,-18,2020-03-04
cities,Orlando,Florida,United States,-2,2020-03-05
cities,Orlando,Florida,United States,-1,2020-03-06
cities,Orlando,Florida,United States,1,2020-03-07
cities,Orlando,Florida,United States,-8,2020-03-08
cities,Orlando,Florida,United States,-34,2020-03-09
cities,Orlando,Florida,United States,-37,2020-03-10
cities,Orlando,Florida,United States,-30,2020-03-11
cities,Orlando,Florida,United States,-30,2020-03-12
cities,Orlando,Florida,United States,-33,2020-03-13
cities,Orlando,Florida,United States,-32,2020-03-14
cities,Orlando,Florida,United States,-47,2020-03-15
cities,Orlando,Florida,United States,-53,2020-03-16
cities,Orlando,Florida,United States,-85,2020-03-17
cities,Orlando,Florida,United States,-90,2020-03-18
cities,Orlando,Florida,United States,-93,2020-03-19
cities,Orlando,Florida,United States,-97,2020-03-20
cities,Orlando,Florida,United States,-100,2020-03-21
cities,Orlando,Florida,United States,-100,2020-03-22
cities,Orlando,Florida,United States,-100,2020-03-23
cities,Orlando,Florida,United States,-100,2020-03-24
cities,Orlando,Florida,United States,-100,2020-03-25
cities,Orlando,Florida,United States,-100,2020-03-26
cities,Orlando,Florida,United States,-100,2020-03-27
cities,Orlando,Florida,United States,-100,2020-03-28
cities,Orlando,Florida,United States,-100,2020-03-29
cities,Orlando,Florida,United States,-100,2020-03-30
cities,Philadelphia,Pennsylvania,United States,10,2020-02-18
cities,Philadelphia,Pennsylvania,United States,55,2020-02-19
cities,Philadelphia,Pennsylvania,United States,11,2020-02-20
cities,Philadelphia,Pennsylvania,United States,1,2020-02-21
cities,Philadelphia,Pennsylvania,United States,2,2020-02-22
cities,Philadelphia,Pennsylvania,United States,6,2020-02-23
cities,Philadelphia,Pennsylvania,United States,-2,2020-02-24
cities,Philadelphia,Pennsylvania,United States,-2,2020-02-25
cities,Philadelphia,Pennsylvania,United States,10,2020-02-26
cities,Philadelphia,Pennsylvania,United States,13,2020-02-27
cities,Philadelphia,Pennsylvania,United States,11,2020-02-28
cities,Philadelphia,Pennsylvania,United States,7,2020-02-29
cities,Philadelphia,Pennsylvania,United States,21,2020-03-01
cities,Philadelphia,Pennsylvania,United States,13,2020-03-02
cities,Philadelphia,Pennsylvania,United States,4,2020-03-03
cities,Philadelphia,Pennsylvania,United States,6,2020-03-04
cities,Philadelphia,Pennsylvania,United States,8,2020-03-05
cities,Philadelphia,Pennsylvania,United States,-7,2020-03-06
cities,Philadelphia,Pennsylvania,United States,1,2020-03-07
cities,Philadelphia,Pennsylvania,United States,3,2020-03-08
cities,Philadelphia,Pennsylvania,United States,-7,2020-03-09
cities,Philadelphia,Pennsylvania,United States,-14,2020-03-10
cities,Philadelphia,Pennsylvania,United States,-16,2020-03-11
cities,Philadelphia,Pennsylvania,United States,-39,2020-03-12
cities,Philadelphia,Pennsylvania,United States,-40,2020-03-13
cities,Philadelphia,Pennsylvania,United States,-48,2020-03-14
cities,Philadelphia,Pennsylvania,United States,-54,2020-03-15
cities,Philadelphia,Pennsylvania,United States,-85,2020-03-16
cities,Philadelphia,Pennsylvania,United States,-100,2020-03-17
cities,Philadelphia,Pennsylvania,United States,-100,2020-03-18
cities,Philadelphia,Pennsylvania,United States,-100,2020-03-19
cities,Philadelphia,Pennsylvania,United States,-100,2020-03-20
cities,Philadelphia,Pennsylvania,United States,-100,2020-03-21
cities,Philadelphia,Pennsylvania,United States,-100,2020-03-22
cities,Philadelphia,Pennsylvania,United States,-100,2020-03-23
cities,Philadelphia,Pennsylvania,United States,-100,2020-03-24
cities,Philadelphia,Pennsylvania,United States,-100,2020-03-25
cities,Philadelphia,Pennsylvania,United States,-100,2020-03-26
cities,Philadelphia,Pennsylvania,United States,-100,2020-03-27
cities,Philadelphia,Pennsylvania,United States,-100,2020-03-28
cities,Philadelphia,Pennsylvania,United States,-100,2020-03-29
cities,Philadelphia,Pennsylvania,United States,-100,2020-03-30
cities,Phoenix,Arizona,United States,-4,2020-02-18
cities,Phoenix,Arizona,United States,0,2020-02-19
cities,Phoenix,Arizona,United States,11,2020-02-20
cities,Phoenix,Arizona,United States,-1,2020-02-21
cities,Phoenix,Arizona,United States,0,2020-02-22
cities,Phoenix,Arizona,United States,1,2020-02-23
cities,Phoenix,Arizona,United States,7,2020-02-24
cities,Phoenix,Arizona,United States,3,2020-02-25
cities,Phoenix,Arizona,United States,-2,2020-02-26
cities,Phoenix,Arizona,United States,-2,2020-02-27
cities,Phoenix,Arizona,United States,7,2020-02-28
cities,Phoenix,Arizona,United States,-5,2020-02-29
cities,Phoenix,Arizona,United States,-11,2020-03-01
cities,Phoenix,Arizona,United States,-13,2020-03-02
cities,Phoenix,Arizona,United States,-21,2020-03-03
cities,Phoenix,Arizona,United States,-8,2020-03-04
cities,Phoenix,Arizona,United States,-8,2020-03-05
cities,Phoenix,Arizona,United States,-7,2020-03-06
cities,Phoenix,Arizona,United States,-6,2020-03-07
cities,Phoenix,Arizona,United States,-8,2020-03-08
cities,Phoenix,Arizona,United States,-18,2020-03-09
cities,Phoenix,Arizona,United States,-13,2020-03-10
cities,Phoenix,Arizona,United States,-28,2020-03-11
cities,Phoenix,Arizona,United States,-21,2020-03-12
cities,Phoenix,Arizona,United States,-28,2020-03-13
cities,Phoenix,Arizona,United States,-27,2020-03-14
cities,Phoenix,Arizona,United States,-45,2020-03-15
cities,Phoenix,Arizona,United States,-66,2020-03-16
cities,Phoenix,Arizona,United States,-86,2020-03-17
cities,Phoenix,Arizona,United States,-99,2020-03-18
cities,Phoenix,Arizona,United States,-100,2020-03-19
cities,Phoenix,Arizona,United States,-100,2020-03-20
cities,Phoenix,Arizona,United States,-100,2020-03-21
cities,Phoenix,Arizona,United States,-100,2020-03-22
cities,Phoenix,Arizona,United States,-100,2020-03-23
cities,Phoenix,Arizona,United States,-100,2020-03-24
cities,Phoenix,Arizona,United States,-100,2020-03-25
cities,Phoenix,Arizona,United States,-100,2020-03-26
cities,Phoenix,Arizona,United States,-100,2020-03-27
cities,Phoenix,Arizona,United States,-100,2020-03-28
cities,Phoenix,Arizona,United States,-100,2020-03-29
cities,Phoenix,Arizona,United States,-100,2020-03-30
cities,Pittsburgh,Pennsylvania,United States,10,2020-02-18
cities,Pittsburgh,Pennsylvania,United States,24,2020-02-19
cities,Pittsburgh,Pennsylvania,United States,-14,2020-02-20
cities,Pittsburgh,Pennsylvania,United States,-9,2020-02-21
cities,Pittsburgh,Pennsylvania,United States,-4,2020-02-22
cities,Pittsburgh,Pennsylvania,United States,-4,2020-02-23
cities,Pittsburgh,Pennsylvania,United States,14,2020-02-24
cities,Pittsburgh,Pennsylvania,United States,-3,2020-02-25
cities,Pittsburgh,Pennsylvania,United States,-10,2020-02-26
cities,Pittsburgh,Pennsylvania,United States,-19,2020-02-27
cities,Pittsburgh,Pennsylvania,United States,-16,2020-02-28
cities,Pittsburgh,Pennsylvania,United States,5,2020-02-29
cities,Pittsburgh,Pennsylvania,United States,32,2020-03-01
cities,Pittsburgh,Pennsylvania,United States,-12,2020-03-02
cities,Pittsburgh,Pennsylvania,United States,-11,2020-03-03
cities,Pittsburgh,Pennsylvania,United States,-2,2020-03-04
cities,Pittsburgh,Pennsylvania,United States,-10,2020-03-05
cities,Pittsburgh,Pennsylvania,United States,-17,2020-03-06
cities,Pittsburgh,Pennsylvania,United States,9,2020-03-07
cities,Pittsburgh,Pennsylvania,United States,1,2020-03-08
cities,Pittsburgh,Pennsylvania,United States,-13,2020-03-09
cities,Pittsburgh,Pennsylvania,United States,-31,2020-03-10
cities,Pittsburgh,Pennsylvania,United States,-24,2020-03-11
cities,Pittsburgh,Pennsylvania,United States,-42,2020-03-12
cities,Pittsburgh,Pennsylvania,United States,-42,2020-03-13
cities,Pittsburgh,Pennsylvania,United States,-48,2020-03-14
cities,Pittsburgh,Pennsylvania,United States,-48,2020-03-15
cities,Pittsburgh,Pennsylvania,United States,-63,2020-03-16
cities,Pittsburgh,Pennsylvania,United States,-100,2020-03-17
cities,Pittsburgh,Pennsylvania,United States,-100,2020-03-18
cities,Pittsburgh,Pennsylvania,United States,-100,2020-03-19
cities,Pittsburgh,Pennsylvania,United States,-100,2020-03-20
cities,Pittsburgh,Pennsylvania,United States,-100,2020-03-21
cities,Pittsburgh,Pennsylvania,United States,-100,2020-03-22
cities,Pittsburgh,Pennsylvania,United States,-100,2020-03-23
cities,Pittsburgh,Pennsylvania,United States,-100,2020-03-24
cities,Pittsburgh,Pennsylvania,United States,-100,2020-03-25
cities,Pittsburgh,Pennsylvania,United States,-100,2020-03-26
cities,Pittsburgh,Pennsylvania,United States,-100,2020-03-27
cities,Pittsburgh,Pennsylvania,United States,-100,2020-03-28
cities,Pittsburgh,Pennsylvania,United States,-100,2020-03-29
cities,Pittsburgh,Pennsylvania,United States,-100,2020-03-30
cities,Portland,Oregon,United States,1,2020-02-18
cities,Portland,Oregon,United States,-4,2020-02-19
cities,Portland,Oregon,United States,7,2020-02-20
cities,Portland,Oregon,United States,11,2020-02-21
cities,Portland,Oregon,United States,6,2020-02-22
cities,Portland,Oregon,United States,22,2020-02-23
cities,Portland,Oregon,United States,14,2020-02-24
cities,Portland,Oregon,United States,-7,2020-02-25
cities,Portland,Oregon,United States,17,2020-02-26
cities,Portland,Oregon,United States,4,2020-02-27
cities,Portland,Oregon,United States,-4,2020-02-28
cities,Portland,Oregon,United States,4,2020-02-29
cities,Portland,Oregon,United States,9,2020-03-01
cities,Portland,Oregon,United States,5,2020-03-02
cities,Portland,Oregon,United States,-3,2020-03-03
cities,Portland,Oregon,United States,-1,2020-03-04
cities,Portland,Oregon,United States,3,2020-03-05
cities,Portland,Oregon,United States,0,2020-03-06
cities,Portland,Oregon,United States,-3,2020-03-07
cities,Portland,Oregon,United States,5,2020-03-08
cities,Portland,Oregon,United States,-16,2020-03-09
cities,Portland,Oregon,United States,-7,2020-03-10
cities,Portland,Oregon,United States,-20,2020-03-11
cities,Portland,Oregon,United States,-32,2020-03-12
cities,Portland,Oregon,United States,-41,2020-03-13
cities,Portland,Oregon,United States,-39,2020-03-14
cities,Portland,Oregon,United States,-54,2020-03-15
cities,Portland,Oregon,United States,-61,2020-03-16
cities,Portland,Oregon,United States,-100,2020-03-17
cities,Portland,Oregon,United States,-100,2020-03-18
cities,Portland,Oregon,United States,-100,2020-03-19
cities,Portland,Oregon,United States,-100,2020-03-20
cities,Portland,Oregon,United States,-100,2020-03-21
cities,Portland,Oregon,United States,-100,2020-03-22
cities,Portland,Oregon,United States,-100,2020-03-23
cities,Portland,Oregon,United States,-100,2020-03-24
cities,Portland,Oregon,United States,-100,2020-03-25
cities,Portland,Oregon,United States,-100,2020-03-26
cities,Portland,Oregon,United States,-100,2020-03-27
cities,Portland,Oregon,United States,-100,2020-03-28
cities,Portland,Oregon,United States,-100,2020-03-29
cities,Portland,Oregon,United States,-100,2020-03-30
cities,Raleigh,North Carolina,United States,7,2020-02-18
cities,Raleigh,North Carolina,United States,10,2020-02-19
cities,Raleigh,North Carolina,United States,-49,2020-02-20
cities,Raleigh,North Carolina,United States,-9,2020-02-21
cities,Raleigh,North Carolina,United States,4,2020-02-22
cities,Raleigh,North Carolina,United States,1,2020-02-23
cities,Raleigh,North Carolina,United States,-11,2020-02-24
cities,Raleigh,North Carolina,United States,-9,2020-02-25
cities,Raleigh,North Carolina,United States,-5,2020-02-26
cities,Raleigh,North Carolina,United States,-1,2020-02-27
cities,Raleigh,North Carolina,United States,-4,2020-02-28
cities,Raleigh,North Carolina,United States,-2,2020-02-29
cities,Raleigh,North Carolina,United States,1,2020-03-01
cities,Raleigh,North Carolina,United States,-6,2020-03-02
cities,Raleigh,North Carolina,United States,-9,2020-03-03
cities,Raleigh,North Carolina,United States,-8,2020-03-04
cities,Raleigh,North Carolina,United States,-13,2020-03-05
cities,Raleigh,North Carolina,United States,-9,2020-03-06
cities,Raleigh,North Carolina,United States,-9,2020-03-07
cities,Raleigh,North Carolina,United States,-11,2020-03-08
cities,Raleigh,North Carolina,United States,-18,2020-03-09
cities,Raleigh,North Carolina,United States,-18,2020-03-10
cities,Raleigh,North Carolina,United States,-15,2020-03-11
cities,Raleigh,North Carolina,United States,-21,2020-03-12
cities,Raleigh,North Carolina,United States,-29,2020-03-13
cities,Raleigh,North Carolina,United States,-39,2020-03-14
cities,Raleigh,North Carolina,United States,-55,2020-03-15
cities,Raleigh,North Carolina,United States,-68,2020-03-16
cities,Raleigh,North Carolina,United States,-97,2020-03-17
cities,Raleigh,North Carolina,United States,-100,2020-03-18
cities,Raleigh,North Carolina,United States,-100,2020-03-19
cities,Raleigh,North Carolina,United States,-100,2020-03-20
cities,Raleigh,North Carolina,United States,-100,2020-03-21
cities,Raleigh,North Carolina,United States,-100,2020-03-22
cities,Raleigh,North Carolina,United States,-100,2020-03-23
cities,Raleigh,North Carolina,United States,-100,2020-03-24
cities,Raleigh,North Carolina,United States,-100,2020-03-25
cities,Raleigh,North Carolina,United States,-100,2020-03-26
cities,Raleigh,North Carolina,United States,-100,2020-03-27
cities,Raleigh,North Carolina,United States,-100,2020-03-28
cities,Raleigh,North Carolina,United States,-100,2020-03-29
cities,Raleigh,North Carolina,United States,-100,2020-03-30
cities,San Antonio,Texas,United States,-6,2020-02-18
cities,San Antonio,Texas,United States,-4,2020-02-19
cities,San Antonio,Texas,United States,-5,2020-02-20
cities,San Antonio,Texas,United States,2,2020-02-21
cities,San Antonio,Texas,United States,-6,2020-02-22
cities,San Antonio,Texas,United States,-15,2020-02-23
cities,San Antonio,Texas,United States,-15,2020-02-24
cities,San Antonio,Texas,United States,9,2020-02-25
cities,San Antonio,Texas,United States,-5,2020-02-26
cities,San Antonio,Texas,United States,5,2020-02-27
cities,San Antonio,Texas,United States,1,2020-02-28
cities,San Antonio,Texas,United States,-6,2020-02-29
cities,San Antonio,Texas,United States,0,2020-03-01
cities,San Antonio,Texas,United States,-6,2020-03-02
cities,San Antonio,Texas,United States,-22,2020-03-03
cities,San Antonio,Texas,United States,-10,2020-03-04
cities,San Antonio,Texas,United States,-6,2020-03-05
cities,San Antonio,Texas,United States,-8,2020-03-06
cities,San Antonio,Texas,United States,-15,2020-03-07
cities,San Antonio,Texas,United States,-23,2020-03-08
cities,San Antonio,Texas,United States,-32,2020-03-09
cities,San Antonio,Texas,United States,-22,2020-03-10
cities,San Antonio,Texas,United States,-27,2020-03-11
cities,San Antonio,Texas,United States,-28,2020-03-12
cities,San Antonio,Texas,United States,-41,2020-03-13
cities,San Antonio,Texas,United States,-39,2020-03-14
cities,San Antonio,Texas,United States,-45,2020-03-15
cities,San Antonio,Texas,United States,-59,2020-03-16
cities,San Antonio,Texas,United States,-83,2020-03-17
cities,San Antonio,Texas,United States,-91,2020-03-18
cities,San Antonio,Texas,United States,-100,2020-03-19
cities,San Antonio,Texas,United States,-100,2020-03-20
cities,San Antonio,Texas,United States,-100,2020-03-21
cities,San Antonio,Texas,United States,-100,2020-03-22
cities,San Antonio,Texas,United States,-100,2020-03-23
cities,San Antonio,Texas,United States,-100,2020-03-24
cities,San Antonio,Texas,United States,-100,2020-03-25
cities,San Antonio,Texas,United States,-100,2020-03-26
cities,San Antonio,Texas,United States,-100,2020-03-27
cities,San Antonio,Texas,United States,-100,2020-03-28
cities,San Antonio,Texas,United States,-100,2020-03-29
cities,San Antonio,Texas,United States,-100,2020-03-30
cities,San Diego,California,United States,-1,2020-02-18
cities,San Diego,California,United States,9,2020-02-19
cities,San Diego,California,United States,7,2020-02-20
cities,San Diego,California,United States,-1,2020-02-21
cities,San Diego,California,United States,-12,2020-02-22
cities,San Diego,California,United States,-1,2020-02-23
cities,San Diego,California,United States,-11,2020-02-24
cities,San Diego,California,United States,-2,2020-02-25
cities,San Diego,California,United States,-3,2020-02-26
cities,San Diego,California,United States,4,2020-02-27
cities,San Diego,California,United States,3,2020-02-28
cities,San Diego,California,United States,12,2020-02-29
cities,San Diego,California,United States,-2,2020-03-01
cities,San Diego,California,United States,4,2020-03-02
cities,San Diego,California,United States,-2,2020-03-03
cities,San Diego,California,United States,-3,2020-03-04
cities,San Diego,California,United States,-1,2020-03-05
cities,San Diego,California,United States,-1,2020-03-06
cities,San Diego,California,United States,-1,2020-03-07
cities,San Diego,California,United States,-7,2020-03-08
cities,San Diego,California,United States,-13,2020-03-09
cities,San Diego,California,United States,-34,2020-03-10
cities,San Diego,California,United States,-31,2020-03-11
cities,San Diego,California,United States,-43,2020-03-12
cities,San Diego,California,United States,-43,2020-03-13
cities,San Diego,California,United States,-42,2020-03-14
cities,San Diego,California,United States,-49,2020-03-15
cities,San Diego,California,United States,-62,2020-03-16
cities,San Diego,California,United States,-100,2020-03-17
cities,San Diego,California,United States,-100,2020-03-18
cities,San Diego,California,United States,-100,2020-03-19
cities,San Diego,California,United States,-100,2020-03-20
cities,San Diego,California,United States,-100,2020-03-21
cities,San Diego,California,United States,-100,2020-03-22
cities,San Diego,California,United States,-100,2020-03-23
cities,San Diego,California,United States,-100,2020-03-24
cities,San Diego,California,United States,-100,2020-03-25
cities,San Diego,California,United States,-100,2020-03-26
cities,San Diego,California,United States,-100,2020-03-27
cities,San Diego,California,United States,-100,2020-03-28
cities,San Diego,California,United States,-100,2020-03-29
cities,San Diego,California,United States,-100,2020-03-30
cities,San Francisco,California,United States,-15,2020-02-18
cities,San Francisco,California,United States,-11,2020-02-19
cities,San Francisco,California,United States,-4,2020-02-20
cities,San Francisco,California,United States,-8,2020-02-21
cities,San Francisco,California,United States,-9,2020-02-22
cities,San Francisco,California,United States,-9,2020-02-23
cities,San Francisco,California,United States,9,2020-02-24
